area,url,name,website,phone,email,socials,careTypes,page,position_on_page
"Essex","https://www.carechoices.co.uk/care-location/essex-cares-mid-in-chelmsford-essex/","","","0333 013 5438","","","","2","27"
"Essex","https://www.carechoices.co.uk/care-location/mersea-homecare-limited-in-chelmsford/","","","(01245) 820620","","","","2","28"
"Essex","https://www.carechoices.co.uk/care-location/magic-helping-hands-in-chelmsford/","","","(01245) 930380","","","","2","29"
"Essex","https://www.carechoices.co.uk/care-location/faith-home-care-limited-in-chelmsford/","","","(01245) 901533","","","","2","30"
"Essex","https://www.carechoices.co.uk/care-location/domici-ltd-in-chelmsford/","","","(01245) 808189","","","","2","31"
"Essex","https://www.carechoices.co.uk/care-location/pals-limited-in-silver-end-essex/","","","(01245) 392125","","","","2","32"
"Essex","https://www.carechoices.co.uk/care-location/manor-lodge-in-chelmsford-essex-2/","","","(01245) 496028","","","","2","33"
"Essex","https://www.carechoices.co.uk/care-location/manor-lodge-in-chelmsford-essex/","","","(01245) 496028","","","","2","34"
"Essex","https://www.carechoices.co.uk/care-location/southborough-care-home-in-chelmsford-essex/","","","(01245) 357748","","","","2","35"
"Essex","https://www.carechoices.co.uk/care-location/moulsham-home-in-chelmsford-essex/","","","(01245) 350750","","","","2","36"
"Essex","https://www.carechoices.co.uk/care-location/influential-care-ltd-in-chelmsford/","","","07982 198901","","","","2","37"
"Essex","https://www.carechoices.co.uk/care-location/infinite-healthcare-services-head-office-in-chelmsford/","","","(01245) 943725","","","","2","39"
"Essex","https://www.carechoices.co.uk/care-location/consensus-community-support-limited-chelmsford-in-chelmsford/","","","(01245) 203287","","","","3","1"
"Essex","https://www.carechoices.co.uk/care-location/yourlife-chelmsford-in-chelmsford/","","","(01245) 262882","","","","3","2"
"Essex","https://www.carechoices.co.uk/care-location/key-point-agency-in-chelmsford/","","","(020) 3740 9164","","","","3","3"
"Essex","https://www.carechoices.co.uk/care-location/agility-care-in-chelmsford-essex/","","","(01245) 422901","","","","3","4"
"Essex","https://www.carechoices.co.uk/care-location/beehive-lane-in-chelmsford-2/","","","(01245) 490692","","","","3","5"
"Essex","https://www.carechoices.co.uk/care-location/writtle-in-chelmsford/","","","(01245) 422520","","","","3","6"
"Essex","https://www.carechoices.co.uk/care-location/family-homecare-ltd-in-chelmsford-essex/","","","(01245) 473438","","","","3","7"
"Essex","https://www.carechoices.co.uk/care-location/home-instead-senior-care-in-chelmsford-essex/","","","(01245) 200780","","","","3","8"
"Essex","https://www.carechoices.co.uk/care-location/learning-and-support-services-limited-in-dunmow/","","","(01371) 502018","","","","3","9"
"Essex","https://www.carechoices.co.uk/care-location/room-8b-in-romford-essex/","","","(01708) 898101","","","","3","11"
"Essex","https://www.carechoices.co.uk/care-location/suzanne-farris-ltd-main-office-in-chelmsford/","","","07946 530114","","","","3","12"
"Essex","https://www.carechoices.co.uk/care-location/first-stop-recruitment-services-limited-in-chelmsford-essex/","","","(01245) 477042","","","","3","13"
"Essex","https://www.carechoices.co.uk/care-location/hatfield-peverel-lodge-nursing-home-in-chelmsford-essex/","","","(01245) 380750","","","","3","14"
"Essex","https://www.carechoices.co.uk/care-location/fenham-lodge-in-chelmsford-essex/","","","(01245) 381550","","","","3","15"
"Essex","https://www.carechoices.co.uk/care-location/my-homecare-chelmsford-in-chelmsford/","","","(01245) 408630","","","","3","16"
"Essex","https://www.carechoices.co.uk/care-location/essex-dementia-care-in-braintree-essex/","","","(01245) 363789","","","","3","17"
"Essex","https://www.carechoices.co.uk/care-location/bings-hall-in-dunmow-essex/","","","(01371) 820544","","","","3","19"
"Essex","https://www.carechoices.co.uk/care-location/willowmead-care-home-in-chelmsford-essex/","","","(01245) 381787","","","","3","20"
"Essex","https://www.carechoices.co.uk/care-location/massenet-in-hatfield-peverel-essex/","","","(01245) 380773","","","","3","21"
"Essex","https://www.carechoices.co.uk/care-location/st-josephs-nursing-home-in-danbury-essex/","","","(01245) 223367","","","","3","22"
"Essex","https://www.carechoices.co.uk/care-location/glendale-residential-care-home-in-dunmow-essex/","","","(01371) 820453","","","","3","23"
"Essex","https://www.carechoices.co.uk/care-location/filcare-ltd-in-braintree/","","","(01376) 349332","","","","3","24"
"Essex","https://www.carechoices.co.uk/care-location/caring-direct-ltd-in-braintree/","","","(01376) 653162","","","","3","25"
"Essex","https://www.carechoices.co.uk/care-location/support-hands-domiciliary-care-ltd-in-witham/","","","07403 297274","","","","3","26"
"Essex","https://www.carechoices.co.uk/care-location/st-giles-in-chelmsford/","","","(01279) 444000","","","","3","27"
"Essex","https://www.carechoices.co.uk/care-location/beaumont-home-care-in-brentwood-essex/","","","(01277) 356645","","","","3","28"
"Essex","https://www.carechoices.co.uk/care-location/longmead-court-nursing-home-in-braintree-essex/","","","(01376) 344440","","","","3","29"
"Essex","https://www.carechoices.co.uk/care-location/creative-support-2-3-and-4-nightingale-close-in-witham/","","","(0161) 236 0829","","","","3","30"
"Essex","https://www.carechoices.co.uk/care-location/calm-futures-in-witham-essex/","","","07742 349081","","","","3","32"
"Essex","https://www.carechoices.co.uk/care-location/mandalay-in-witham-essex/","","","(01376) 520280","","","","3","33"
"Essex","https://www.carechoices.co.uk/care-location/a-plus-caring-service-in-witham-essex/","","","(01376) 515686","","","","3","34"
"Essex","https://www.carechoices.co.uk/care-location/crossroads-braintree-chelmsford-in-braintree-essex/","","","(01376) 529985","","","","3","35"
"Essex","https://www.carechoices.co.uk/care-location/meadows-in-braintree-essex/","","","(01376) 340714","","","","3","36"
"Essex","https://www.carechoices.co.uk/care-location/park-view-in-witham-essex/","","","(01376) 512443","","","","3","37"
"Essex","https://www.carechoices.co.uk/care-location/radis-community-care-helen-court-in-witham/","","","(01376) 521539","","","","3","38"
"Essex","https://www.carechoices.co.uk/care-location/st-georges-ltd-in-witham-essex/","","","(01376) 500052","","","","3","39"
"Essex","https://www.carechoices.co.uk/care-location/new-partnerships-lynray-and-peach-cottage-in-braintree-essex-2/","","","(01376) 329437","","","","3","40"
"Essex","https://www.carechoices.co.uk/care-location/essex-london-in-braintree-essex/","","","07932 277322","","","","4","2"
"Essex","https://www.carechoices.co.uk/care-location/rose-belle-in-witham-essex/","","","(01376) 512438","","","","4","3"
"Essex","https://www.carechoices.co.uk/care-location/royal-mencap-society-churchfields-in-witham-essex/","","","(01376) 518328","","","","4","4"
"Essex","https://www.carechoices.co.uk/care-location/livability-east-anglia-in-ingatestone-essex/","","","(01277) 355646","","","","4","5"
"Essex","https://www.carechoices.co.uk/care-location/tekhnicon-house-in-braintree/","","","0300 303 2642","","","","4","6"
"Essex","https://www.carechoices.co.uk/care-location/riverdale-care-home-in-braintree/","","","(020) 8953 7600","","","","4","7"
"Essex","https://www.carechoices.co.uk/care-location/christchurch-cares-in-braintree-essex/","","","(01376) 343223","","","","4","8"
"Essex","https://www.carechoices.co.uk/care-location/caremark-chelmsford-uttlesford-in-dunmow-essex/","","","(01371) 872178","","","","4","9"
"Essex","https://www.carechoices.co.uk/care-location/bradbury-house-in-braintree-essex/","","","(01376) 348181","","","","4","10"
"Essex","https://www.carechoices.co.uk/care-location/267-avon-road-in-chelmsford/","","","07940 373598","","","","4","11"
"Essex","https://www.carechoices.co.uk/care-location/chinite-resourcing-limited-chinite-home-care-in-braintree/","","","(01376) 433917","","","","4","12"
"Essex","https://www.carechoices.co.uk/care-location/bluebird-care-braintree-and-uttlesford-in-braintree-essex/","","","(01376) 314090","","","","4","13"
"Essex","https://www.carechoices.co.uk/care-location/croft-house-care-home-bupa/","","","(01371) 868550","","","","4","14"
"Essex","https://www.carechoices.co.uk/care-location/valentine-house-in-witham-essex/","","","(01376) 585965","","","","4","16"
"Essex","https://www.carechoices.co.uk/care-location/maplewood-independent-living-limited-in-dunmow/","","","(01371) 877707","","","","4","17"
"Essex","https://www.carechoices.co.uk/care-location/ecomicro-care-services-ltd-in-braintree/","","","07534 412877","","","","4","18"
"Essex","https://www.carechoices.co.uk/care-location/abundant-care-in-harlow/","","","07478 742404","","","","4","19"
"Essex","https://www.carechoices.co.uk/care-location/darem-healthcare-ltd-in-witham/","","","07466 234510","","","","4","20"
"Essex","https://www.carechoices.co.uk/care-location/comitis-l11-limited-t-a-home-instead-senior-care-in-blackmore-essex/","","","(01277) 822858","","","","4","21"
"Essex","https://www.carechoices.co.uk/care-location/redbond-lodge-in-dunmow-essex/","","","(01371) 873232","","","","4","22"
"Essex","https://www.carechoices.co.uk/care-location/poplars-in-braintree-essex/","","","(01376) 342772","","","","4","23"
"Essex","https://www.carechoices.co.uk/care-location/rockview-healthcare-solutions-ltd-in-romford/","","","07961 072864","","","","4","25"
"Essex","https://www.carechoices.co.uk/care-location/westminster-homecare-limited-chelmsford-in-braintree/","","","(01376) 440523","","","","4","26"
"Essex","https://www.carechoices.co.uk/care-location/boars-tye-farm-residential-home-in-witham-essex/","","","(01376) 584515","","","","4","27"
"Essex","https://www.carechoices.co.uk/care-location/imola-in-braintree-essex/","","","(01376) 584352","","","","4","28"
"Essex","https://www.carechoices.co.uk/care-location/right-at-home-bishops-stortford-braintree-in-dunmow/","","","(01371) 704790","","","","4","29"
"Essex","https://www.carechoices.co.uk/care-location/co-sls-limited-in-dunmow-essex/","","","(01371) 238188","","","","4","30"
"Essex","https://www.carechoices.co.uk/care-location/mike-riglin-nursing-in-maldon-essex/","","","(01621) 843485","","","","4","31"
"Essex","https://www.carechoices.co.uk/care-location/jjr-recruitment-ltd-in-witham/","","","(020) 8016 6694","","","","4","32"
"Essex","https://www.carechoices.co.uk/care-location/hailey-house-in-maldon-essex/","","","(01621) 854132","","","","4","33"
"Essex","https://www.carechoices.co.uk/care-location/rascasse-in-witham-essex/","","","(01376) 574900","","","","4","34"
"Essex","https://www.carechoices.co.uk/care-location/the-lodge-in-maldon/","","","07852 907592","","","","4","36"
"Essex","https://www.carechoices.co.uk/care-location/home-instead-braintree-in-braintree/","","","(01376) 319100","","","","4","37"
"Essex","https://www.carechoices.co.uk/care-location/great-bradfords-house-in-braintree-essex/","","","(01376) 326196","","","","4","38"
"Essex","https://www.carechoices.co.uk/care-location/eastham-in-woodham-ferrers-essex/","","","(01245) 673726","","","","4","39"
"Essex","https://www.carechoices.co.uk/care-location/aspen-grange-care-home-in-braintree-essex/","","","(01376) 550764","","","","4","40"
"Essex","https://www.carechoices.co.uk/care-location/the-belfry-residential-home-in-billericay-essex/","","","(01268) 710116","","","","5","1"
"Essex","https://www.carechoices.co.uk/care-location/bloomcare-ltd-in-braintree/","","","07496 328262","","","","5","2"
"Essex","https://www.carechoices.co.uk/care-location/st-peters-court-in-maldon-essex-2/","","","(01621) 840466","","","","5","3"
"Essex","https://www.carechoices.co.uk/care-location/little-oaks-in-witham-essex/","","","(01621) 891974","","","","5","4"
"Essex","https://www.carechoices.co.uk/care-location/kilkee-lodge-residential-home-in-braintree-essex/","","","(01376) 342455","","","","5","5"
"Essex","https://www.carechoices.co.uk/care-location/livability-anvil-house-in-billericay-essex/","","","(01277) 633950","","","","5","6"
"Essex","https://www.carechoices.co.uk/care-location/care-expert-services-ltd-in-maldon/","","","(01621) 738499","","","","5","7"
"Essex","https://www.carechoices.co.uk/care-location/boucherne-limited-in-maldon-essex/","","","(01621) 855429","","","","5","8"
"Essex","https://www.carechoices.co.uk/care-location/braintree-mews-care-home-in-braintree-2/","","","(01604) 675566","","","","5","9"
"Essex","https://www.carechoices.co.uk/care-location/longfield-care-home-in-maldon-essex/","","","(01621) 857147","","","","5","10"
"Essex","https://www.carechoices.co.uk/care-location/totham-lodge-home-for-the-elderly-in-maldon-essex/","","","(01621) 891209","","","","5","11"
"Essex","https://www.carechoices.co.uk/care-location/firstlings-in-maldon-essex/","","","(01621) 853747","","","","5","12"
"Essex","https://www.carechoices.co.uk/care-location/brewster-house-in-maldon-essex/","","","(01621) 853960","","","","5","13"
"Essex","https://www.carechoices.co.uk/care-location/hamelin-trust-community-support-service-in-billericay-essex/","","","(01277) 653889","","","","5","15"
"Essex","https://www.carechoices.co.uk/care-location/tcou-at-home-essex-in-billericay/","","","07887 780212","","","","5","16"
"Essex","https://www.carechoices.co.uk/care-location/fern-lodge-in-braintree-2/","","","0300 303 2642","","","","5","17"
"Essex","https://www.carechoices.co.uk/care-location/santhem-care-in-billericay-essex/","","","(01277) 315835","","","","5","18"
"Essex","https://www.carechoices.co.uk/care-location/larchwood-care-home-in-braintree-essex/","","","(01376) 347777","","","","5","19"
"Essex","https://www.carechoices.co.uk/care-location/the-new-deanery-care-home-in-braintree-essex-2/","","","(01376) 558555","","","","5","20"
"Essex","https://www.carechoices.co.uk/care-location/bocking-alms-houses-in-braintree-essex/","","","(01376) 345865","","","","5","22"
"Essex","https://www.carechoices.co.uk/care-location/heywood-lodge-in-billericay-essex/","","","(01277) 659343","","","","5","23"
"Essex","https://www.carechoices.co.uk/care-location/bocking-in-braintree/","","","(01376) 345865","","","","5","24"
"Essex","https://www.carechoices.co.uk/care-location/creative-support-thistley-green-intensive-support-service-in-braintree/","","","(0161) 236 0829","","","","5","25"
"Essex","https://www.carechoices.co.uk/care-location/anisha-grange-in-billericay-essex/","","","(01277) 658529","","","","5","26"

"Gloucestershire","https://www.carechoices.co.uk/care-location/helping-hands-stroud-in-stroud/","Helping Hands Stroud","http://www.helpinghandshomecare.co.uk","07772 880205","","","Home Care;Live-in Care;Respite Care;Home Care;Live-in Care;Respite Care;Dementia;Learning Disabilities & Autism;Mental Health;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65);Alzheimer's;Arthritis;Asperger Syndrome;Cancer Care;Cerebral Palsy;Colitis & Crohn's Disease;Down Syndrome;Head/Brain Injury;Heart Conditions;Multiple Sclerosis;Muscular Dystrophy;Parkinson's Disease;Speech Impairment;Stroke","1","1"
"Gloucestershire","https://www.carechoices.co.uk/care-location/resthaven-nursing-home-in-stroud-gloucestershire/","Resthaven","https://www.lilianfaithfull.co.uk/our-homes/resthaven/","(01452) 812682","","https://www.facebook.com/LilianFaithfull1946;https://www.instagram.com/lilianfaithfullcare/;https://twitter.com/LilianFaithfull","Care Home;Nursing Homes;Respite Care;Care Home;Nursing Homes;Respite Care;Dementia;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65);Alzheimer's;Arthritis;Diabetes;Heart Conditions;Huntington's Disease;Motor Neurone Disease;Parkinson's Disease;Stroke","1","3"
"Gloucestershire","https://www.carechoices.co.uk/care-location/moreton-hill-care-centre-in-stonehouse-gloucestershire/","Moreton Hill Care Centre (Barchester)","https://www.barchester.com/home/moreton-hill-care-centre/","(01453) 551904","","","Nursing Homes;Respite Care;Nursing Homes;Respite Care;Dementia;Older People (65+);Palliative Care;Physical Disabilities","1","5"
"Gloucestershire","https://www.carechoices.co.uk/care-location/vita-cura-limited/","Vita Cura Limited","https://www.vitacura.co.uk/bespoke-care/","(020) 3900 2300","","https://www.facebook.com/people/Vita-Cura-Live-In-Care/100064378350941/;https://www.instagram.com/vitacuracare/","Home Care;Live-in Care;Respite Care;Home Care;Live-in Care;Respite Care;Dementia;Learning Disabilities & Autism;Mental Health;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65);Alzheimer's;Arthritis;Bariatric Care/Obesity;Bipolar/Manic Depression;Cancer Care;Cerebral Palsy;Colitis & Crohn's Disease;Diabetes;Down Syndrome;Epilepsy;Head/Brain Injury;Heart Conditions;Huntington's Disease;Motor Neurone Disease;Multiple Sclerosis;Muscular Dystrophy;Parkinson's Disease;Speech Impairment;Stroke;Young Onset Dementia","1","7"
"Gloucestershire","https://www.carechoices.co.uk/care-location/promedica24-live-in-care-services/","Promedica24 UK (Head Office) National Live in Care","https://promedica24homecare.co.uk/","0800 086 8686","","https://www.facebook.com/promedica24.uk;https://twitter.com/Promedica24uk","Complex Care;Day Care;Home Care;Learning Disabilities;Live-in Care;Respite Care;Supported Living;Complex Care;Day Care;Home Care;Learning Disabilities;Live-in Care;Respite Care;Supported Living;Dementia;Eating Disorders;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65);Alzheimer's;Arthritis;Cancer Care;Cerebral Palsy;Diabetes;Epilepsy;Head/Brain Injury;Heart Conditions;Huntington's Disease;Motor Neurone Disease;Multiple Sclerosis;Muscular Dystrophy;Neuropathic;Orthopaedic;Parkinson's Disease;Prader-Willi Syndrome;Speech Impairment;Stroke;Young Onset Dementia","1","8"
"Gloucestershire","https://www.carechoices.co.uk/care-location/mumbys-homecare-support-limited-in-abingdon-oxfordshire/","Mumby’s Live-in Care","https://mumbys.com/","(01865) 391187","","https://www.facebook.com/MumbysLiveinCare;https://www.instagram.com/mumbyshomecare/","Complex Care;Live-in Care;Respite Care;Complex Care;Live-in Care;Respite Care;Dementia;Drug & Alcohol Dependence;Eating Disorders;Learning Disabilities & Autism;Mental Health;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65);Alzheimer's;Arthritis;Bariatric Care/Obesity;Cancer Care;Cerebral Palsy;Diabetes;Epilepsy;Head/Brain Injury;Heart Conditions;Huntington's Disease;Motor Neurone Disease;Multiple Sclerosis;Muscular Dystrophy;Parkinson's Disease;Speech Impairment;Stroke;Young Onset Dementia","1","9"
"Gloucestershire","https://www.carechoices.co.uk/care-location/helping-hands-live-in-national-in-alcester/","Helping Hands Live-In Home Care","https://www.helpinghandshomecare.co.uk/live-in-care/?utm_source=Care%20Choices%20Online%20Directory&utm_medium=Partner&utm_campaign=Care%20Choices%20Website%20Click%20National%20Listing","0333 060 3705","","","Home Care;Live-in Care;Respite Care;Home Care;Live-in Care;Respite Care;Dementia;Learning Disabilities & Autism;Mental Health;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65);Alzheimer's;Arthritis;Asperger Syndrome;Cancer Care;Cerebral Palsy;Colitis & Crohn's Disease;Down Syndrome;Head/Brain Injury;Heart Conditions;Multiple Sclerosis;Muscular Dystrophy;Parkinson's Disease;Speech Impairment;Stroke","1","10"
"Gloucestershire","https://www.carechoices.co.uk/care-location/care24seven-in-chiswick/","Care24Seven","https://care24seven.com/","0333 207 5727","","https://www.facebook.com/care24seven;https://www.instagram.com/care24seven/;https://twitter.com/care24seven","Home Care;Live-in Care;Supported Living;Home Care;Live-in Care;Supported Living;Older People (65+);Younger Adults (Under 65)","1","11"
"Gloucestershire","https://www.carechoices.co.uk/care-location/novus-care/","Novus Care – A National Home Care Provider","https://www.novus-care.com/","0808 208 5131","","https://www.facebook.com/novuscare/;https://www.instagram.com/novuscare/?hl=en;https://twitter.com/NovusCare","Day Care;Home Care;Live-in Care;Respite Care;Supported Living;Day Care;Home Care;Live-in Care;Respite Care;Supported Living;Dementia;Drug & Alcohol Dependence;Eating Disorders;Learning Disabilities & Autism;Mental Health;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65);Alzheimer's;Arthritis;Asperger Syndrome;Bariatric Care/Obesity;Bipolar/Manic Depression;Cancer Care;Cerebral Palsy;Colitis & Crohn's Disease;Diabetes;Down Syndrome;Epilepsy;Head/Brain Injury;Heart Conditions;Huntington's Disease;Motor Neurone Disease;Multiple Sclerosis;Muscular Dystrophy;Neuropathic;Orthopaedic;Parkinson's Disease;Prader-Willi Syndrome;Schizophrenia;Speech Impairment;Stroke;Young Onset Dementia","1","12"
"Gloucestershire","https://www.carechoices.co.uk/care-location/access-care-live-in-care-in-the-uk/","Access Care – Trusted Live-in Care Specialists Since 1994","http://www.access-care.co.uk","0330 401 0023","","https://www.facebook.com/accesscare;https://www.instagram.com/access_care/","Home Care;Live-in Care;Respite Care;Home Care;Live-in Care;Respite Care;Dementia;Eating Disorders;Learning Disabilities & Autism;Mental Health;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65);Alzheimer's;Arthritis;Asperger Syndrome;Bariatric Care/Obesity;Bipolar/Manic Depression;Cancer Care;Cerebral Palsy;Colitis & Crohn's Disease;Diabetes;Down Syndrome;Epilepsy;Head/Brain Injury;Heart Conditions;Huntington's Disease;Motor Neurone Disease;Multiple Sclerosis;Muscular Dystrophy;Neuropathic;Orthopaedic;Parkinson's Disease;Prader-Willi Syndrome;Schizophrenia;Speech Impairment;Stroke;Young Onset Dementia","1","13"
"Gloucestershire","https://www.carechoices.co.uk/care-location/trinity-care-at-home/","Trinity Care at Home","http://www.trinityhomecare.co.uk","(0207) 1834 884","","","Home Care;Live-in Care;Respite Care;Home Care;Live-in Care;Respite Care;Dementia;Eating Disorders;Mental Health;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65)","1","14"
"Gloucestershire","https://www.carechoices.co.uk/care-location/richmond-village-painswick-in-stroud-gloucestershire/","Richmond Village Painswick","https://www.richmond-villages.com/retirement-villages/painswick","(01452) 813902","","https://www.facebook.com/richmondpainswick/","Care Home;Nursing Homes;Respite Care;Retirement Villages and Apartments;Care Home;Nursing Homes;Respite Care;Retirement Villages and Apartments;Dementia;Older People (65+);Palliative Care;Sensory Impairments;Younger Adults (Under 65);Alzheimer's;Arthritis;Cancer Care;Cerebral Palsy;Colitis & Crohn's Disease;Diabetes;Huntington's Disease;Motor Neurone Disease;Multiple Sclerosis;Muscular Dystrophy;Neuropathic;Orthopaedic;Parkinson's Disease;Speech Impairment;Stroke","1","15"
"Gloucestershire","https://www.carechoices.co.uk/care-location/highborder-lodge-in-leonard-stanley-gloucestershire/","Highborder Lodge","https://www.highborderlodge.co.uk/","(01453) 823203","","","Care Home;Nursing Homes;Respite Care;Care Home;Nursing Homes;Respite Care;Dementia;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments","1","17"
"Gloucestershire","https://www.carechoices.co.uk/care-location/winslow-house-in-stroud-gloucestershire/","Winslow House","http://www.winslowhouseltd.co.uk","(01453) 832269","","","Care Home;Home Care;Care Home;Home Care;Dementia;Older People (65+)","1","19"
"Gloucestershire","https://www.carechoices.co.uk/care-location/ultimate-independence-care-ltd-in-stonehouse/","Ultimate Independence Care Southwest","http://www.uicare.co.uk","(01453) 704572","","","Day Care;Home Care;Live-in Care;Respite Care;Day Care;Home Care;Live-in Care;Respite Care;Learning Disabilities & Autism;Mental Health;Older People (65+);Physical Disabilities;Sensory Impairments;Younger Adults (Under 65)","1","21"
"Gloucestershire","https://www.carechoices.co.uk/care-location/care-view-limited-in-gloucester/","Care View Limited","https://careviewlimited.co.uk/","(01452) 905153","","https://www.instagram.com/careview_limited/","Home Care;Respite Care;Home Care;Respite Care;Dementia;Older People (65+);Physical Disabilities;Sensory Impairments;Younger Adults (Under 65)","1","23"
"Gloucestershire","https://www.carechoices.co.uk/care-location/first4homecare-ltd-in-gloucester-gloucestershire/","First4Homecare Ltd","https://www.first4homecare.co.uk","(01452) 346905","","https://www.facebook.com/YourHomeOurCare/;https://www.instagram.com/gloucestercare;https://twitter.com/gloucestercare","Home Care;Live-in Care;Respite Care;Home Care;Live-in Care;Respite Care;Dementia;Mental Health;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65);Alzheimer's;Cancer Care;Diabetes;Heart Conditions;Parkinson's Disease;Stroke","1","25"
"Gloucestershire","https://www.carechoices.co.uk/care-location/the-lawns-in-gloucester-gloucestershire/","The Lawns","https://www.thelawns.org.uk/","(01452) 721345","","","Care Home;Nursing Homes;Respite Care;Care Home;Nursing Homes;Respite Care;Learning Disabilities & Autism;Older People (65+);Physical Disabilities;Sensory Impairments;Younger Adults (Under 65)","1","27"
"Gloucestershire","https://www.carechoices.co.uk/care-location/crossroads-care-central-and-east-gloucestershire-gloucester-branch-in-gloucester-gloucestershire/","Crossroads Care Gloucestershire","https://www.crossroadscareglos.org.uk/","(01452) 302542","","https://www.facebook.com/profile.php?id=100064696298864","Day Care;Home Care;Live-in Care;Respite Care;Day Care;Home Care;Live-in Care;Respite Care;Dementia;Learning Disabilities & Autism;Mental Health;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65)","1","29"
"Gloucestershire","https://www.carechoices.co.uk/care-location/helping-hands-live-in-national-in-alcester/#v-Gloucester","Helping Hands Live-In Home Care","https://www.helpinghandshomecare.co.uk/live-in-care/?utm_source=Care%20Choices%20Online%20Directory&utm_medium=Partner&utm_campaign=Care%20Choices%20Website%20Click%20National%20Listing","0333 060 3705","","","Home Care;Live-in Care;Respite Care;Home Care;Live-in Care;Respite Care;Dementia;Learning Disabilities & Autism;Mental Health;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65);Alzheimer's;Arthritis;Asperger Syndrome;Cancer Care;Cerebral Palsy;Colitis & Crohn's Disease;Down Syndrome;Head/Brain Injury;Heart Conditions;Multiple Sclerosis;Muscular Dystrophy;Parkinson's Disease;Speech Impairment;Stroke","1","31"
"Gloucestershire","https://www.carechoices.co.uk/care-location/the-village-care-group/#v-Gloucester","The Village Care Group","https://village-care.co.uk/","0330 441 1375","","https://www.facebook.com/villcare22/","Day Care;Home Care;Live-in Care;Respite Care;Day Care;Home Care;Live-in Care;Respite Care;Dementia;Drug & Alcohol Dependence;Mental Health;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65);Alzheimer's;Arthritis;Asperger Syndrome;Bariatric Care/Obesity;Bipolar/Manic Depression;Cancer Care;Cerebral Palsy;Colitis & Crohn's Disease;Diabetes;Down Syndrome;Epilepsy;Head/Brain Injury;Heart Conditions;Huntington's Disease;Motor Neurone Disease;Multiple Sclerosis;Muscular Dystrophy;Neuropathic;Orthopaedic;Parkinson's Disease;Prader-Willi Syndrome;Schizophrenia;Speech Impairment;Stroke;Young Onset Dementia","1","33"
"Gloucestershire","https://www.carechoices.co.uk/care-location/helping-hands-cheltenham-gloucester-gloucestershire/","Helping Hands Gloucester","http://www.helpinghands.co.uk","(01452) 226024","","","Home Care;Live-in Care;Respite Care;Home Care;Live-in Care;Respite Care;Dementia;Learning Disabilities & Autism;Mental Health;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65);Alzheimer's;Arthritis;Asperger Syndrome;Cancer Care;Cerebral Palsy;Colitis & Crohn's Disease;Down Syndrome;Head/Brain Injury;Heart Conditions;Multiple Sclerosis;Muscular Dystrophy;Parkinson's Disease;Speech Impairment;Stroke","1","35"
"Gloucestershire","https://www.carechoices.co.uk/care-location/optima-staffing-solutions-limited-in-gillingham/","Optima Staffing Solutions Limited","https://optimastaffingsolutions.co.uk/home-care-services/","(01452) 238540","","https://www.facebook.com/profile.php?id=61562882707433","Complex Care;Home Care;Learning Disabilities;Live-in Care;Respite Care;Supported Living;Supported Living – Learning Disability Only;Complex Care;Home Care;Learning Disabilities;Live-in Care;Respite Care;Supported Living;Supported Living – Learning Disability Only;Dementia;Learning Disabilities & Autism;Mental Health;Older People (65+);Palliative Care;Physical Disabilities;Younger Adults (Under 65);Alzheimer's;Asperger Syndrome;Cancer Care;Diabetes;Epilepsy;Parkinson's Disease;Stroke;Young Onset Dementia","1","37"
"Gloucestershire","https://www.carechoices.co.uk/care-location/mega-resources-nursing-care-gloucestershire/","Mega Resources Nursing & Care Gloucestershire","https://megaresources.co.uk/","0345 355 3238","","","Home Care;Live-in Care;Respite Care;Home Care;Live-in Care;Respite Care;Dementia;Older People (65+);Palliative Care","1","39"
"Gloucestershire","https://www.carechoices.co.uk/care-location/wotton-rise-nursing-home-limited-in-gloucester-gloucestershire/","Wotton Rise Nursing Home Limited","https://wottonrisenursinghome.co.uk/","(01452) 303073","","","Day Care;Nursing Homes;Respite Care;Day Care;Nursing Homes;Respite Care;Dementia;Mental Health;Older People (65+);Palliative Care;Physical Disabilities;Sensory Impairments;Younger Adults (Under 65)","1","41"
